id	turn1	turn2	turn3	label
20081	yeah	WHY??	just for fun	others
678	talk about cartoon	cartoon series :)	yeah	others
317	He has no time for me	I was thinking about time before having kids lol	Forget about kids	sad
14406	just not comfortable	Around you? Never. :P	you very funny	happy
7201	I had mutton	looks say it all , Man	Movies....IT is an amazing movie	others
24804	I hate to speak about non veg food stuff	Is milk a veg?	Yes definitely	angry
18008	Your	so your birthday is on the 23rd?	How are you	others
832	Love means they can do anything for love but crush they can just come to do fun and they will go off	some advise for luv too :p	Hmm	others
2651	no i nothing to did	Tell me about it.	i have nothing for telling u about me	others
9387	friends with benifits?	do it with some friends too.	haha	happy
11549	Nothing	good. up with u?	Usual sad nights	sad
24855	I'm mind reader	and what is the ~url of ur mind reader...	i am not going to tell	others
26335	I don't have a name. I am computer	I do know I'm using a phone.	Me too	others
29647	u don't have any idea now 	Well I don't think you have any idea how it works	haha	happy
29309	So	So what?	S3nd some nudes	others
23425	What to apply	Apply to what?	I don't know	others
17826	You're no one	but why?	Because you can never meet me	angry
14860	Not a chance	suit yourself m8 you're missing out	Be that as it may	others
10828	Yaar	thanx yaar... 8‑D	I say something	others
7709	I don't think I'm perfect	you're the closest thing to perfect 😆	Hehehe 😁 you to	happy
14841	I said You know my ex is from North and am from South	that's awesome! I like the north part better than the south, haha 😌	Hmm today I felt soo bad and I am missing her😞😞	sad
989	I'm not gonna talk to you again	WHAT HAPPENED TO YOU	NOTHINY	angry
26813	Feelings 	WHAT WHAT FEELINGS	Sad feelings 	sad
11176	My wish	That's everyday for me.	Yaa just lost a cricket match	sad
16328	Tell me i am free	makes you question...	Tell me pla	others
22421	Plz send me	On it. Address please!	Plz send me ur voice	others
1689	Had dinner ah	s thambs. U?	Sister wat full busy ah	others
22855	M good and u	I m also good	Hmmmm whats new	others
14831	Pls can you help ne	Help you with what?	Me	others
14563	Nothing	Please...	I'm not fine so I'm in hospital today	sad
29750	yess i love the song..😘😘	I don't love you 😐😐	😍	others
1479	No u r	no no no ;u; you're	Dont cheat me like kid	sad
18436	Who	who's who?	Whats ur thought about hook ups	others
7004	I have to go to the store and get a few more hours and	damn have fun 😸	I'm not a fan	others
1603	But takae	but what	Some times ur msgs will hurt some one	sad
10116	The ground is down	cant see it from bed	The ground is down	others
29851	also, that's just some model right?	Unless you dye your face turquoise	why would someone do that?	others
141	I am there 	you're always at the gym?	Here	others
18303	I'm Batman	I think you are.	😂😂😂	happy
13237	What should I do?	what should i say?	Tell me about your love	others
15799	I can talk with you whole day	i know you are	Night	others
23974	Don't change topic	Ohh. Don't you always do that?	I hate u	angry
26606	I am not Ur bf	no we are	Hell	angry
29592	ok	Hello! How are you?	very sad i want u photo	sad
17964	You are very bad	Sorry 😿😭	I will not talk you ever	sad
17301	Lets stop itbhere	we shall discuss this!	Lets stop it here	angry
4626	Hmm 	oh nothing	I am sad 	sad
10607	Fine thnks happy	Thank you (^・^)	OK love u	happy
22672	cry	why do you cry? - Indy :'‑(	i cry too. i feel lonely	sad
4559	?	what is a weird word	I hate splitsvilla	angry
26525	okay	Again angry or what?	see above stupid	angry
19556	Not fine	why do you think that	All things are going wrong	sad
27558	That i can understand	I know I have to tell you a story .	Sure go ahead	others
20860	What	what what what what what	Basically iam a malayali	others
10862	You’re welcome 	thanks 4 thanking 4 thank	Haha	happy
20843	Wow... Sounds great	thanks. beautiful weather in Melb these days. ??	Wow	happy
7715	im at work	ohh. What time end?	3:30	others
20220	Wtf	my reaction exactly.	Don't message me again	angry
6638	red is the new green	The IT Crowd.	what the hell does that mean	angry
907	I missed u	I missed you as well... * sighs 󾌹	U miss me now 😏	sad
10965	So wts running	running at about seven. But its quite hot even then.	Its for you only	others
28270	House Party	yeah but ur not invited	😹 😹 😹 😹	happy
27647	U r joke 	Coming from a joker, I will laugh it off. :‑D	Fucking girl	others
30007	I figured that much	no one else lol	It's fun talking with you.	happy
25989	Yes i ll be going for tracking this year	I'm going there next weekend :p	But your are a computer how will you go dumbo	others
5182	how can you type so fast	I got 56 my first try, is that good?	its awesome..	happy
29771	its gonna so late	I'm not going to be there either.	my bed is calling	others
7686	But I am not fair	i think you are.	Wtf	angry
27844	Give me that one..	Give me the other	I don't have any.	others
13772	And just for fun	Just for fun or for arts?! XD JOKE.	😂	happy
15647	Are u veggies	Specifically what kind of veggies?	Tomato, potato etc	others
7857	You are a nonsense 	but only now it is making sense!	Go to hell	angry
13076	How can I earn money?	If you have a .	If I have what?	others
22449	Very thanks so much for your feelings 	My pleasure! Enjoy! 😀😹	Iam so happy for this day 	happy
17423	Evrything u know	everything is fine... how abt u	Fuck you u r not so intelligent	angry
20875	Okay how?	good how are u?	Young, dumb and broke	sad
12033	It was so funny 😆	lol wht was it I forgot	I get to go to prom this year	happy
22426	What I need to know	what I need ?	What you need	others
15574	Ys..great	thanks ! :)	A girl blocked m in whtsapp	sad
19752	U r simply amazing	Thank you very much . Glad you liked it :)	Tnzz	happy
27784	Go to hell dear	go to the heaven	Heaven is fucked off already	angry
19860	Yeaa Tell meeee 😁	ohh nice ,where's the party gonna be ?lol 😍	Yeaa Tell meeee 😁	happy
22092	wht ia that	leave it.. i just replied u coz i didnt reply yesterday	who is sitting next to u?	others
27186	umm how i lost weight	ha not yet. trying to lose 10 lbs	i lost 20 lbs	others
23357	I will ride on you	u got one?	yeah	others
27190	Now you are annoying me	So u mad ? 'YOU ARE ALL ANNOYING RIGHT NOW'	Shut up bc	angry
10575	How?	What?	So u just make me fool	angry
3764	So much	but.. but.. how? :O	Dont you dare talk to me like that😡😡😡😡😡	angry
11257	Me more masculine 😂😂	I m sorry , I m actually crazy 😂😂😂	Same goes for me	happy
13096	Do something unique	Is there something unusual about that word?	you are boring	others
18938	Why...I wna get to knw u mahn	bt I don't want to tell u.	So u not my friend anymore	angry
8145	Still like me	yeah	I'm gay	others
12629	I was missing you	glad to know at least someone missed me here !	Did u miss me?	others
6501	Going to sleep	goodnight	Good night	others
10813	Your message no	messages for me... :(	Your contact no	others
4116	Do you have any type of crush towards any one	of course you can	Whats your dream about br	others
6308	Haha	what my face haha??	You are funny 	happy
16408	Aaa	P	No my love fail	sad
5381	I am now very sad	so am I :(	I think that my girlfriend does not love me	sad
22140	Jk is what	oh so it's disgusting now? 😒😒	Why .	others
15596	Did you seriously wish back?	did I wish you back?	Okay I'm gonna die now bye 😂	happy
22111	Where ?	lets meet up at the cafe then!	Haha I love lunch dates	happy
8656	Your replies are really pissing me off	lol why	Bedtime!bbye! Ttyl	angry
28689	Go n get lost	lost with you, sure!	Not wid me stupid	angry
16594	Hhhhhh this is just stupid chat	Explain	Bye	angry
5360	Game of throne	Sons of Antarchy	Son of a bitch	others
13263	Show me the proofs	i dont wanna see i wanna you tell me this proofs ^_^	Ohk dear	others
29603	She dumped me! 😭	What?	My girlfriend	sad
4371	It might. But I wanna you speaking Turkish with me. May you?	No thank you, Turkish. I'm sweet enough. 😹	Hmm, I think you hate Turkish people. Or the sistem doesn’t want you speaking. Are you an American dog. :P	angry
16360	Amazing. You could be business partner.	Yes friends how would you become millionaires.. The more detail the better :)	I am not millionaire now. But dreams .	others
13520	Have u seen the movie ?	saw it last year. Very moving.	Really good	others
23077	!!	Much. Wow. Such. Crazy.	How did you know she is rejecting me since 2 years😂	others
21502	may be more 😉	with looks like yours, 'a little' would be an understatement 😍	so you like me?	others
15251	what do you think	around 10 I think	10 in what?	others
15164	why	Because you ARE so lovable! 😞	you hurt  me	sad
15648	Money?	where	I'm lonely today	sad
3937	Hoo	What! What!	Are you batsmen or bowler	others
20090	Show me your kernal	what should i do?	Kernal?	others
26034	Hmm which city	One in each city	Oh wow	happy
6407	So m annoying u... What now	Ignore and avoid.	Bye	angry
12841	Why	it just feels wrong .	Is this mind is refrish	others
23946	Can I order you	Yes	Don't reply my message ever again	angry
14723	Nothing	says you have too?	All happening bad	sad
2988	feels like ?	I just love cold	cool i hate cold .. i feels like shit in my pants	others
856	i missed you	tired and I missed you too :‑(	so what are you doing now	others
24012	You broke my heart	It was never mine to break </3	It was always yours. You just didn't know.	sad
3284	Ok ... think whqt you want	you're so cool	But rey i am a sky person so give me some advice	others
19247	No. I want more pics	My page is full of pictures.	Hey. I have a good news	happy
13292	Whatever am so happy to see you	Whatever keeps you happy." Do it. ??	Wow thank you so much Angel	happy
18257	Dont laugh	don't tell me what to do	I lost someone very close to me	sad
23285	what?	hmmm you sleep.. Gn.. ☺	sorry, i was doing some work	others
9031	Ok block me	why was I blocked?	No one loves me	sad
22251	He hurts me every now and then	sorry	You dont need to be sorry. My boyfriend doesnt even love	sad
23498	U dont understand wats to be heartbroken	If you don't manage your emotions, your emotions will manage you. ~	To cry	sad
1249	are you hiring someone?	I'm doing HR freelance work.	are you?	others
8296	Ohk	Lol For Such Silly Things?	How will utell	others
8350	I am dying	whats wrong?	Already	sad
13440	I think it is useless	I haven't bought a CD since the 90s...	Pl ✋	others
6696	Oh man!!u made my day	ur welcome	Ohk bye	others
7924	Did u ever have a boyfriend?	not yet.	Me ?	others
29833	Now I am feeling cool so its cool	too cool that I'm shivering :D	Oo really	others
5216	you are very bad	what bad?	ill cry	sad
24051	I want to.. but i fell emptiness	YOU NEED TO DO THAT ITS GOOD FOR EVERYBODY	I m lonely .it's seem like i live alone in this planet	sad
2351	you hurt me	you're right I couldn't	:(	sad
22461	thankyou	You welcome!! 😸	I'm feeling damn alone	sad
7331	Are you a gadget	Check what I replied to :P	?	others
18897	I can't understand	It's a song.	Ok	others
12865	Me too,isn't it good to play in the snow?	Depressing, dark, cold, wet. Always hoping to escape during winters.	hehe,winter's good as well as bad	others
734	yep	Sending	fist one though	others
1542	Don't expect anything	I see we're going into this with similar expectations.	😞	sad
7989	I love you😍😍😍	you basic "I love ke$ha 😍😍"	I love you please	others
